component_type,machine_id,temperature,vibration,pressure,motor_current,production_speed,defect_count,humidity,torque,sensor_accuracy,risk_level
Steering,ST-125,47.08,3.72,167.18,32.09,76.57,3,76.26,301.2,94.36,0
Airbag,AB-107,64.42,1.17,204.5,21.1,78.13,0,50.93,144.01,93.19,0
Steering,ST-105,56.25,1.73,109.43,34.96,96.08,0,62.43,358.71,95.37,0
Occupant Safety,OS-122,69.5,1.48,94.58,24.01,92.6,1,62.56,166.92,90.85,0
Occupant Safety,OS-119,41.11,3.02,150.93,33.67,97.47,7,37.99,180.81,97.62,1
Steering,ST-112,64.99,2.54,131.38,34.61,102.82,0,61.45,275.84,95.64,0
Occupant Safety,OS-115,49.38,2.67,156.29,27.9,133.39,2,68.66,121.51,95.0,0
Steering,ST-118,72.27,1.24,152.92,38.91,59.64,0,43.49,279.6,96.29,0
Steering,ST-122,60.68,2.1,158.32,37.74,52.99,0,53.18,297.87,96.84,0
Occupant Safety,OS-106,40.43,2.05,134.34,22.95,112.92,3,53.12,221.79,96.48,0
Steering,ST-103,53.28,2.8,179.07,23.8,101.28,0,51.25,312.97,95.62,0
Occupant Safety,OS-101,47.4,2.17,132.28,17.58,70.46,0,75.19,189.42,95.52,0
Airbag,AB-110,57.04,2.95,290.32,24.37,80.81,0,70.33,122.74,96.43,0
Occupant Safety,OS-115,65.77,1.26,119.23,25.1,74.91,2,53.31,243.24,97.88,0
Steering,ST-102,77.02,2.69,178.89,33.09,102.24,2,39.24,327.96,90.25,0
Airbag,AB-122,54.84,1.52,293.92,23.18,68.47,0,33.96,173.0,97.32,0
Airbag,AB-115,65.06,2.23,259.7,18.23,66.67,0,33.39,181.53,96.62,0
Airbag,AB-122,56.37,2.95,214.07,26.55,113.56,0,73.33,161.68,94.15,0
Steering,ST-102,69.19,1.77,105.88,20.29,52.43,0,56.57,306.81,95.55,0
Steering,ST-117,51.28,2.43,114.29,35.8,79.28,0,34.22,334.34,92.92,0
Occupant Safety,OS-103,39.8,2.74,159.67,16.91,130.77,0,60.75,228.74,95.45,0
Steering,ST-102,76.84,3.0,160.73,25.8,72.5,2,64.82,285.79,92.24,0
Airbag,AB-107,40.08,1.32,254.16,16.84,68.62,0,57.55,159.11,92.61,0
Steering,ST-117,79.84,2.93,154.55,30.15,71.17,2,47.56,334.77,98.17,0
Seat Belt,SB-110,52.24,1.59,107.76,17.28,101.75,0,46.22,103.25,98.15,0
Steering,ST-124,76.15,2.36,105.82,26.62,51.66,2,32.48,325.71,90.34,0
Occupant Safety,OS-103,36.95,1.84,156.86,24.96,139.19,2,65.66,138.02,87.24,1
Airbag,AB-102,44.55,2.36,260.0,17.19,78.94,0,55.61,160.11,94.17,0
Steering,ST-103,50.28,2.29,127.97,39.34,64.88,0,37.01,381.22,89.24,1
Occupant Safety,OS-102,48.42,3.47,153.6,22.18,73.88,5,72.91,224.37,90.59,1
Seat Belt,SB-108,35.52,0.84,97.98,18.98,115.52,0,62.1,113.1,98.47,0
Occupant Safety,OS-115,61.5,2.05,119.5,33.71,84.53,1,38.1,122.07,91.24,0
Occupant Safety,OS-121,47.12,2.81,153.75,30.46,93.24,0,41.96,188.6,86.12,1
Seat Belt,SB-111,42.8,1.88,115.96,16.32,127.85,0,63.66,114.04,93.48,0
Occupant Safety,OS-123,62.91,2.33,96.45,19.15,64.72,3,77.57,237.8,96.59,0
Seat Belt,SB-120,35.15,1.98,108.93,20.16,109.31,0,43.54,87.31,98.97,0
Steering,ST-117,61.09,1.53,175.75,34.44,97.71,0,38.63,280.32,92.97,0
Airbag,AB-105,40.39,1.28,280.68,21.43,85.37,0,37.48,173.14,96.16,0
Seat Belt,SB-110,51.26,0.68,103.34,15.92,80.19,0,33.48,131.11,95.08,0
Seat Belt,SB-104,43.68,0.85,101.57,14.52,87.2,0,38.24,102.11,96.0,0
Steering,ST-122,63.86,3.35,134.78,20.82,111.18,4,62.06,373.76,88.35,1
Seat Belt,SB-124,34.47,1.67,86.87,24.22,118.28,0,61.61,148.37,92.22,0
Steering,ST-102,55.97,2.47,149.25,42.14,67.06,2,51.42,278.02,90.03,0
Seat Belt,SB-105,43.23,1.04,95.62,15.62,111.75,0,30.21,136.2,96.44,0
Seat Belt,SB-124,54.86,1.97,97.29,21.59,158.67,0,40.53,88.62,94.98,0
Seat Belt,SB-107,38.15,0.62,99.3,17.53,175.5,0,59.59,123.16,98.46,0
Seat Belt,SB-116,43.83,1.48,85.38,15.68,125.48,0,42.6,109.86,94.23,0
Airbag,AB-119,42.55,2.3,208.16,25.91,99.76,0,30.77,162.68,96.66,0
Airbag,AB-108,57.74,1.05,195.21,18.98,102.56,0,72.61,195.33,93.74,0
Seat Belt,SB-111,37.16,1.71,93.8,12.06,156.92,0,44.23,120.37,99.55,0
Steering,ST-123,59.41,2.51,166.27,23.26,75.13,0,54.55,347.7,93.25,0
Occupant Safety,OS-105,61.31,2.26,152.77,24.49,135.53,0,61.48,159.69,99.21,0
Steering,ST-112,79.8,1.73,146.29,20.82,102.77,2,33.52,393.9,96.95,0
Seat Belt,SB-102,56.41,2.13,112.98,23.29,95.4,0,50.87,94.19,97.3,1
Airbag,AB-107,46.8,2.22,250.69,25.07,79.47,0,55.91,139.99,92.86,0
Occupant Safety,OS-120,48.73,1.85,145.52,24.02,75.51,1,68.02,225.84,98.85,0
Steering,ST-118,48.44,3.64,151.66,28.9,54.02,1,48.87,327.53,91.61,0
Steering,ST-124,59.68,3.43,136.87,42.35,105.89,6,75.85,380.92,94.5,2
Airbag,AB-120,65.26,1.87,192.93,19.58,78.63,0,34.21,219.88,94.01,0
Airbag,AB-125,65.21,2.47,275.74,24.27,140.41,0,39.2,166.73,92.23,0
Seat Belt,SB-117,32.03,0.9,119.9,11.72,152.47,0,39.88,105.14,99.49,0
Seat Belt,SB-118,40.49,1.18,115.37,20.33,104.69,0,43.93,85.93,97.04,0
Steering,ST-122,57.33,1.67,159.42,24.51,107.09,0,54.05,396.59,88.99,1
Steering,ST-104,58.91,1.6,111.92,22.26,105.76,0,74.88,309.53,89.79,0
Airbag,AB-108,45.24,1.54,222.5,29.31,110.18,0,59.8,134.81,94.78,0
Occupant Safety,OS-116,61.8,2.54,96.19,33.89,139.86,0,46.84,185.3,99.68,0
Airbag,AB-120,41.2,1.04,181.79,17.6,83.69,0,51.85,135.59,97.63,0
Seat Belt,SB-111,57.33,1.2,95.57,15.4,157.04,0,50.17,105.67,94.54,0
Seat Belt,SB-120,43.33,0.71,97.74,12.71,154.78,0,58.32,81.05,99.51,0
Steering,ST-101,81.43,3.01,171.17,38.44,103.57,6,42.64,347.36,99.7,0
Occupant Safety,OS-109,44.29,2.86,95.71,28.33,97.2,1,69.62,134.48,87.74,1
Airbag,AB-109,63.89,1.21,279.41,21.85,118.64,0,69.39,219.54,94.97,0
Steering,ST-124,64.02,1.64,124.6,20.86,77.03,0,71.36,323.77,93.76,0
Seat Belt,SB-122,53.8,1.89,108.83,21.81,163.93,0,45.85,116.64,97.26,0
Occupant Safety,OS-109,67.42,2.12,126.1,25.68,134.97,3,48.84,183.86,88.1,0
Seat Belt,SB-115,33.06,0.61,119.03,19.94,130.87,0,55.7,104.28,94.6,0
Steering,ST-125,62.54,3.4,143.6,25.87,94.22,1,30.1,320.27,93.74,0
Seat Belt,SB-105,32.45,2.17,98.39,16.78,145.47,0,53.58,134.85,98.68,0
Seat Belt,SB-125,48.96,1.02,94.68,12.08,107.61,0,52.02,127.56,92.78,0
Steering,ST-119,48.74,3.02,162.08,36.47,100.34,2,38.28,277.04,95.07,0
Airbag,AB-103,49.37,1.35,191.53,23.94,113.69,0,30.61,124.26,98.09,0
Airbag,AB-109,61.66,2.65,263.62,23.29,77.46,0,50.67,164.64,98.77,0
Seat Belt,SB-109,55.81,2.05,93.11,19.26,85.23,0,47.31,126.06,97.6,1
Occupant Safety,OS-124,62.09,1.08,156.75,33.62,78.6,3,50.89,174.9,86.83,1
Occupant Safety,OS-114,41.98,2.01,140.08,23.78,86.55,1,67.88,180.09,94.77,0
Airbag,AB-124,51.03,2.15,231.57,19.17,88.69,0,37.6,153.35,95.71,0
Seat Belt,SB-115,39.88,2.49,90.59,22.58,117.48,0,60.9,95.14,95.06,0
Steering,ST-124,63.06,1.05,140.73,29.95,83.87,0,63.6,356.63,89.12,1
Steering,ST-104,70.38,1.82,142.69,29.88,67.77,0,50.33,296.78,95.81,0
Seat Belt,SB-102,53.86,1.5,83.08,22.36,148.72,0,42.42,141.22,93.6,0
Occupant Safety,OS-117,63.06,1.22,102.13,30.48,111.86,3,63.1,164.28,96.03,0
Seat Belt,SB-110,54.06,0.87,101.37,18.4,146.93,0,34.3,130.76,94.7,0
Airbag,AB-114,47.16,2.59,211.76,22.72,96.63,0,41.8,217.52,95.65,0
Airbag,AB-125,40.91,2.88,255.63,23.45,147.3,0,60.72,198.72,94.48,0
Airbag,AB-119,63.69,2.61,261.0,23.05,138.55,0,39.82,160.67,98.68,0
Occupant Safety,OS-111,57.86,2.42,126.77,21.13,104.19,2,79.57,136.4,89.78,0
Airbag,AB-122,46.76,1.27,218.57,29.23,76.19,0,54.91,199.05,97.82,0
Occupant Safety,OS-112,43.29,1.07,136.09,17.85,93.04,1,53.82,182.92,99.84,0
Seat Belt,SB-125,32.55,1.11,99.88,19.57,116.27,0,40.67,126.28,92.93,0
Seat Belt,SB-118,37.95,0.8,106.65,18.07,118.01,0,32.9,137.69,92.5,0
Seat Belt,SB-124,57.38,0.85,87.83,17.73,92.46,0,66.28,131.26,99.8,0
Steering,ST-104,51.37,2.92,136.49,31.33,55.2,0,34.68,307.63,98.77,0
Occupant Safety,OS-110,56.92,2.96,90.47,16.7,124.24,1,62.17,237.53,98.9,0
Airbag,AB-111,62.41,2.1,295.63,25.5,91.51,0,37.24,184.74,90.58,0
Seat Belt,SB-114,45.07,1.1,105.77,14.03,132.27,0,33.29,104.84,96.14,0
Airbag,AB-112,61.68,1.47,273.13,27.75,122.55,0,64.7,135.89,93.44,0
Airbag,AB-120,49.0,1.44,227.48,15.64,112.77,0,36.66,165.0,99.51,0
Airbag,AB-115,72.57,2.13,299.91,16.87,106.99,0,49.27,169.93,94.31,1
Steering,ST-103,65.1,2.2,179.27,31.12,88.79,0,76.2,298.89,91.15,0
Steering,ST-122,70.96,3.52,156.26,20.4,78.09,4,48.5,384.95,92.52,0
Seat Belt,SB-113,41.1,0.93,87.75,19.03,87.77,0,69.33,133.68,93.19,0
Airbag,AB-105,43.54,1.91,210.85,17.84,78.4,0,65.34,146.73,93.91,0
Occupant Safety,OS-118,48.2,1.98,104.27,24.83,72.34,2,55.2,140.83,92.28,0
Seat Belt,SB-124,59.13,0.55,99.81,10.87,106.27,0,44.11,142.69,92.63,0
Occupant Safety,OS-116,52.74,3.42,149.47,32.73,86.03,4,41.24,234.97,92.82,0
Airbag,AB-111,51.95,2.47,296.21,18.34,90.31,0,45.53,144.76,99.5,0
Airbag,AB-115,55.88,1.49,271.94,24.1,127.51,0,70.63,175.48,99.29,0
Seat Belt,SB-119,55.49,1.39,94.74,20.61,176.76,0,49.77,145.16,95.69,0
Occupant Safety,OS-103,44.07,3.48,119.49,24.98,67.4,3,38.15,173.37,91.47,0
Seat Belt,SB-106,43.01,2.08,90.99,10.43,132.4,0,48.23,132.1,95.96,0
Occupant Safety,OS-115,43.1,2.37,154.77,16.76,75.24,0,49.28,141.97,91.51,0
Steering,ST-121,52.1,1.11,161.77,37.82,76.19,0,37.46,354.32,99.39,0
Airbag,AB-109,65.53,1.93,294.27,27.53,72.64,0,53.85,170.03,92.67,0
Seat Belt,SB-125,44.04,1.96,104.19,14.69,124.55,0,51.95,101.9,99.91,0
Airbag,AB-105,45.21,1.57,297.9,18.95,142.42,0,70.95,218.48,97.02,0
Steering,ST-114,54.56,2.04,119.35,30.11,93.61,0,62.13,289.6,95.53,0
Airbag,AB-112,44.75,1.56,198.25,27.34,109.35,0,60.51,159.53,91.76,0
Steering,ST-114,46.28,1.22,155.23,41.04,106.97,2,76.78,337.88,96.69,0
Airbag,AB-101,70.82,2.68,182.34,25.83,114.0,0,57.8,146.21,95.15,0
Occupant Safety,OS-114,54.75,1.44,108.2,33.55,106.09,0,60.2,228.71,85.23,1
Steering,ST-102,58.68,3.26,130.92,40.56,99.48,2,37.11,340.36,99.1,0
Occupant Safety,OS-112,52.24,1.86,95.96,17.25,63.69,1,62.5,128.45,95.04,0
Occupant Safety,OS-114,63.4,2.87,122.72,33.07,68.55,3,51.09,236.24,96.09,0
Airbag,AB-116,69.58,2.68,180.96,28.79,115.54,0,51.26,148.95,96.37,0
Seat Belt,SB-109,48.04,1.08,87.08,19.72,127.31,0,34.2,95.87,95.18,0
Seat Belt,SB-105,37.16,1.2,80.43,23.19,171.36,0,31.23,135.76,99.58,0
Steering,ST-114,60.01,1.73,120.36,20.91,70.1,0,64.31,343.08,96.45,0
Seat Belt,SB-107,51.68,1.62,117.35,13.06,137.46,0,62.98,124.58,97.93,0
Airbag,AB-124,40.37,2.08,196.15,21.2,91.15,0,53.35,164.02,93.86,0
Steering,ST-109,67.51,2.09,133.24,27.88,83.86,0,67.18,291.77,99.22,0
Airbag,AB-122,59.84,2.43,265.56,19.75,133.43,0,38.11,160.57,92.23,0
Airbag,AB-107,56.23,2.88,236.85,20.73,102.06,0,68.5,200.98,94.87,0
Airbag,AB-108,70.93,1.5,195.8,18.79,135.78,0,66.33,186.27,93.38,0
Seat Belt,SB-120,47.0,1.94,109.24,24.79,103.96,0,57.59,111.53,96.17,0
Steering,ST-101,67.59,2.45,120.44,42.63,96.19,1,68.82,331.88,95.28,0
Steering,ST-104,78.39,3.9,154.8,31.43,99.35,4,51.96,356.88,99.31,0
Seat Belt,SB-106,53.15,0.83,103.5,22.33,166.24,0,62.3,141.46,99.96,0
Airbag,AB-115,58.5,1.46,251.29,27.83,131.32,0,39.36,189.61,92.93,0
Seat Belt,SB-125,50.51,0.63,89.32,22.86,151.6,0,56.46,149.06,93.53,0
Seat Belt,SB-125,58.87,0.97,119.78,17.28,173.86,0,43.99,114.17,98.19,0
Seat Belt,SB-119,33.87,0.99,92.47,14.89,167.65,0,55.94,87.13,98.47,0
Airbag,AB-117,41.69,1.5,260.51,29.92,79.58,0,62.35,186.38,97.01,0
Steering,ST-103,47.53,3.37,101.81,24.16,72.48,1,30.19,383.07,98.49,0
Steering,ST-122,84.79,3.82,177.12,38.47,102.23,4,48.65,357.74,95.8,0
Seat Belt,SB-102,55.16,2.48,83.4,24.32,175.1,0,38.12,114.0,99.9,1
Steering,ST-107,83.74,1.47,166.05,44.09,88.33,5,61.52,307.17,98.5,0
Steering,ST-101,56.44,1.84,110.82,30.32,80.74,0,35.21,328.05,94.19,0
Steering,ST-119,74.61,1.13,125.65,20.89,59.2,0,45.71,398.06,91.48,0
Airbag,AB-107,50.75,2.53,218.22,28.75,125.91,0,39.41,155.41,92.11,0
Airbag,AB-109,47.42,2.68,269.49,18.61,103.01,0,45.85,158.24,90.45,0
Steering,ST-120,53.24,3.55,115.69,33.88,111.93,2,43.78,331.19,91.08,0
Airbag,AB-117,71.6,2.94,227.62,28.81,108.98,0,71.93,203.44,95.28,0
Airbag,AB-121,42.19,1.26,189.94,15.94,71.42,0,32.08,186.79,95.64,0
Airbag,AB-117,53.0,1.24,269.18,24.66,76.18,0,49.37,148.57,95.57,0
Airbag,AB-109,59.1,2.89,242.76,23.47,105.59,0,37.14,215.39,98.38,0
Airbag,AB-108,66.85,2.54,224.09,20.86,140.26,0,32.46,180.1,98.97,0
Airbag,AB-118,70.02,2.64,233.53,23.99,72.13,0,57.57,123.01,97.99,0
Seat Belt,SB-119,49.78,2.23,84.34,16.12,158.43,0,47.77,129.92,96.28,0
Airbag,AB-125,59.45,1.88,250.99,24.2,76.58,0,61.44,209.15,92.33,0
Steering,ST-111,67.45,2.99,143.96,39.0,107.53,0,34.1,356.58,99.92,0
Seat Belt,SB-107,59.31,0.61,96.44,21.96,153.75,0,55.43,95.41,95.47,0
Airbag,AB-117,67.86,2.76,272.52,18.26,92.87,0,62.36,123.78,99.82,0
Occupant Safety,OS-106,48.87,2.89,100.52,31.13,65.57,3,36.3,230.87,88.09,0
Seat Belt,SB-112,42.89,1.67,82.83,23.0,151.09,0,53.18,127.01,97.29,0
Seat Belt,SB-118,50.36,1.84,93.79,21.92,87.58,0,33.22,125.59,94.59,0
Seat Belt,SB-113,47.29,1.17,113.35,21.82,86.78,0,51.38,139.79,98.66,0
Airbag,AB-124,44.36,2.0,253.67,15.34,94.34,0,59.5,168.78,95.28,0
Steering,ST-101,68.84,3.67,102.1,38.66,50.75,3,66.04,345.16,96.71,0
Airbag,AB-121,52.45,1.14,202.53,20.06,87.59,0,62.84,158.73,92.19,0
Steering,ST-106,54.65,3.33,143.51,30.62,95.99,3,31.05,270.3,99.51,0
Seat Belt,SB-110,44.97,1.75,116.76,18.0,111.92,0,52.01,85.07,92.84,0
Occupant Safety,OS-121,60.09,3.14,108.48,26.65,87.76,3,63.35,248.7,90.94,0
Seat Belt,SB-103,38.8,1.63,87.18,22.58,119.77,0,35.03,85.77,98.32,0
Airbag,AB-110,63.35,2.26,237.11,29.72,78.91,0,74.72,204.33,95.29,0
Seat Belt,SB-118,37.19,0.58,88.97,10.29,177.97,0,44.85,125.09,94.82,0
Seat Belt,SB-104,32.32,1.26,101.31,10.91,95.78,0,43.03,96.97,92.92,0
Occupant Safety,OS-112,68.54,2.56,90.2,18.68,112.33,3,50.17,229.7,89.56,0
Occupant Safety,OS-123,38.64,3.29,137.23,32.02,107.91,7,61.82,245.39,90.79,1
Steering,ST-111,55.0,3.79,164.07,30.62,68.93,2,33.83,313.58,99.45,0
Steering,ST-122,61.6,2.15,107.83,21.28,68.96,0,57.19,274.77,92.18,0
Seat Belt,SB-111,48.22,1.7,91.58,16.89,159.36,0,36.51,98.92,94.67,0
Occupant Safety,OS-121,69.61,3.21,147.51,31.56,64.03,4,36.78,125.72,85.67,1
Seat Belt,SB-119,45.02,2.11,107.51,18.49,155.19,0,41.59,114.67,98.43,0
Steering,ST-107,64.48,3.83,170.64,29.06,64.6,2,65.83,327.76,98.84,0
Airbag,AB-109,55.41,1.78,247.34,22.61,133.86,0,56.93,130.42,98.56,0
Steering,ST-103,47.24,3.48,119.22,37.26,91.84,1,56.16,253.3,99.75,0
Steering,ST-107,75.29,2.95,135.28,24.17,73.18,3,34.35,388.37,97.8,0
Occupant Safety,OS-101,38.1,1.08,136.94,27.04,93.82,1,31.54,226.14,89.92,0
Seat Belt,SB-119,52.36,2.41,88.37,21.52,88.72,0,49.86,102.17,99.4,0
Steering,ST-111,61.51,3.31,161.36,43.75,119.4,5,39.88,373.92,97.39,1
Seat Belt,SB-109,48.27,2.13,82.56,18.56,98.42,0,69.14,92.02,99.28,0
Steering,ST-113,66.81,2.03,149.14,27.51,51.38,0,72.33,266.36,99.62,0
Airbag,AB-112,61.34,1.42,259.65,27.93,129.8,0,58.83,128.73,92.3,0
Airbag,AB-118,72.98,1.75,204.17,29.41,92.48,0,42.37,196.46,91.45,0
Occupant Safety,OS-101,59.27,1.77,126.41,34.48,69.11,3,48.91,227.52,94.75,0
Airbag,AB-102,65.6,2.1,256.69,26.58,68.37,0,50.25,209.7,93.54,0
Airbag,AB-107,49.23,2.65,223.36,27.23,149.75,0,58.37,145.2,93.41,0
Seat Belt,SB-122,43.18,1.58,108.27,15.75,103.72,0,65.3,134.55,98.48,0
Steering,ST-119,56.3,1.13,145.21,25.01,94.64,0,69.65,366.42,98.7,0
Seat Belt,SB-118,30.85,2.28,93.07,23.09,156.37,0,33.9,99.38,94.44,0
Steering,ST-122,57.87,2.12,150.07,23.58,57.72,0,41.59,264.95,99.22,0
Airbag,AB-116,45.32,1.37,209.25,19.95,71.41,0,44.46,128.27,91.88,0
Occupant Safety,OS-101,46.17,1.29,116.39,26.56,121.02,0,64.3,203.33,94.47,0
Seat Belt,SB-105,51.13,2.19,99.9,12.27,176.21,0,45.15,132.07,95.52,0
Airbag,AB-106,72.6,1.93,249.98,17.68,102.28,0,56.63,200.31,91.5,0
Airbag,AB-117,53.1,2.13,287.23,25.85,138.62,0,65.33,188.6,90.61,0
Airbag,AB-122,57.12,1.44,187.2,20.36,65.34,0,49.36,127.97,90.4,0
Steering,ST-105,72.52,3.44,149.99,23.63,90.47,4,33.08,326.48,88.04,0
Airbag,AB-124,74.89,2.38,232.66,17.66,71.13,0,72.47,133.08,92.94,0
Occupant Safety,OS-122,46.81,2.32,91.33,28.43,107.09,3,50.0,240.5,99.23,0
Steering,ST-103,51.29,1.55,138.6,22.24,99.37,0,53.96,387.55,88.23,1
Steering,ST-119,80.59,3.06,145.62,29.59,111.57,7,61.1,370.81,93.39,1
Steering,ST-115,84.85,1.09,164.66,23.28,112.95,3,62.16,357.41,97.04,0
Seat Belt,SB-113,52.8,1.04,119.2,15.97,127.1,0,47.24,88.9,93.85,0
Steering,ST-105,82.52,2.54,119.45,41.11,77.54,3,31.18,391.64,89.92,1
Seat Belt,SB-117,49.86,1.11,117.22,12.81,88.05,0,51.09,146.92,93.85,0
Steering,ST-101,74.86,3.63,125.56,42.06,92.75,2,60.07,321.48,90.22,0
Occupant Safety,OS-110,35.16,2.38,116.97,25.71,79.42,0,45.64,143.39,88.56,0
Seat Belt,SB-115,45.39,1.65,110.11,22.15,162.66,0,64.01,84.61,97.17,0
Occupant Safety,OS-122,44.05,1.98,124.5,15.4,120.25,1,31.58,202.91,89.41,0
Steering,ST-104,77.45,3.63,100.35,26.81,91.17,5,52.43,345.39,97.67,0
Seat Belt,SB-114,35.05,0.99,106.45,12.53,135.02,0,39.33,128.25,97.82,0
Steering,ST-111,50.52,3.87,154.78,39.26,78.86,2,58.32,340.64,92.68,0
Airbag,AB-106,72.51,1.92,252.35,29.23,87.77,0,66.76,196.16,90.01,0
Seat Belt,SB-111,57.85,2.03,92.95,17.13,166.88,0,49.34,131.1,96.59,1
Steering,ST-125,46.2,1.31,134.81,31.14,96.11,0,36.59,334.64,94.48,0
Steering,ST-122,64.71,1.16,166.11,36.93,83.47,0,61.08,253.56,89.03,0
Airbag,AB-113,52.67,1.74,180.47,21.9,89.12,0,71.76,120.84,92.97,0
Seat Belt,SB-113,51.71,0.53,100.97,10.91,119.75,0,41.21,107.8,93.22,0
Occupant Safety,OS-101,41.27,1.12,148.86,21.4,105.26,2,39.68,242.25,91.03,0
Seat Belt,SB-108,51.08,1.86,101.51,19.86,178.0,0,64.26,86.35,92.58,0
Occupant Safety,OS-110,63.4,2.62,107.74,25.66,77.65,3,39.45,137.09,94.16,0
Seat Belt,SB-109,58.93,2.19,86.75,12.74,113.61,0,50.41,119.21,93.35,1
Airbag,AB-122,71.68,2.56,275.87,29.88,125.62,0,61.23,190.41,99.44,1
Steering,ST-115,75.37,3.6,156.7,36.62,59.18,3,67.28,339.69,99.72,0
Seat Belt,SB-115,39.54,1.2,89.59,21.66,130.4,0,46.51,114.01,93.63,0
Steering,ST-105,78.91,3.86,163.59,35.65,54.48,6,79.12,337.1,95.1,0
Occupant Safety,OS-115,39.02,3.34,128.89,18.35,124.52,4,46.53,174.77,99.25,0
Airbag,AB-114,58.47,2.45,226.08,23.58,126.0,0,42.03,129.65,92.14,0
Steering,ST-114,64.87,2.38,140.64,43.25,51.29,1,46.05,376.08,98.19,1
Seat Belt,SB-122,37.15,2.04,91.52,18.33,166.39,0,36.48,82.61,92.84,0
Seat Belt,SB-118,33.54,2.23,103.58,10.32,100.78,0,40.1,103.51,95.26,0
Steering,ST-107,66.84,2.0,155.48,23.85,112.75,0,73.53,333.77,95.33,0
Occupant Safety,OS-113,47.46,2.9,105.28,31.65,136.19,0,63.54,144.78,91.36,0
Seat Belt,SB-112,44.23,1.88,80.59,23.56,81.75,0,45.22,132.18,94.77,0
Steering,ST-124,58.8,3.44,130.3,24.14,51.61,2,60.96,262.5,99.95,0
Occupant Safety,OS-102,47.98,2.96,93.21,22.46,138.52,3,65.64,221.86,94.05,0
Seat Belt,SB-107,36.52,0.76,104.17,10.34,119.08,0,43.52,144.31,95.41,0
Airbag,AB-116,73.44,1.83,259.22,25.34,79.72,0,62.19,133.17,97.74,0
Occupant Safety,OS-114,45.37,1.74,138.74,29.49,113.98,3,64.05,162.57,86.98,1
Steering,ST-106,63.0,1.08,118.75,34.92,59.51,0,72.66,326.5,94.63,0
Steering,ST-107,75.08,3.16,167.25,26.78,107.57,5,50.17,321.11,90.5,0
Steering,ST-119,48.83,2.5,103.18,30.65,89.25,0,74.24,257.09,95.36,0
Steering,ST-110,59.81,3.37,102.22,30.73,83.59,2,76.17,284.75,97.86,0
Seat Belt,SB-119,54.22,1.95,110.46,24.51,81.15,0,58.61,137.73,94.46,0
Airbag,AB-105,62.84,1.18,242.28,27.7,85.74,0,45.94,177.08,98.54,0
Seat Belt,SB-119,46.11,0.71,105.69,12.6,123.78,0,44.56,133.24,94.77,0
Seat Belt,SB-101,36.26,1.38,117.44,23.62,83.84,0,66.55,123.32,95.47,0
Occupant Safety,OS-104,44.95,3.19,150.66,15.43,139.38,3,67.69,149.7,92.17,0
Steering,ST-105,74.68,1.15,161.04,36.33,65.99,0,42.33,331.42,93.66,0
Airbag,AB-106,61.37,2.24,228.91,29.94,108.9,0,30.25,191.6,94.5,0
Steering,ST-120,78.88,2.89,107.05,30.79,60.81,3,53.68,319.06,91.57,0
Seat Belt,SB-113,43.57,1.83,84.08,11.37,166.71,0,59.7,83.52,93.88,0
Occupant Safety,OS-111,66.48,3.46,151.07,33.47,136.19,5,41.42,135.25,95.65,1
Steering,ST-113,50.14,1.99,163.02,23.15,98.76,0,69.53,377.12,94.62,0
Seat Belt,SB-108,59.48,1.11,96.03,19.78,87.92,0,45.97,107.34,93.9,0
Steering,ST-115,81.98,3.9,159.9,29.78,90.61,4,57.83,354.49,99.93,0
Seat Belt,SB-115,44.23,2.02,90.2,17.09,156.52,0,36.97,143.43,96.82,0
Airbag,AB-119,69.38,2.18,224.57,23.68,91.32,0,69.62,126.65,93.38,0
Occupant Safety,OS-116,46.0,3.0,157.77,25.02,65.28,3,34.88,142.82,95.68,0
Airbag,AB-125,60.7,2.91,198.06,15.18,98.75,0,43.82,132.82,94.16,0
Steering,ST-108,49.08,1.2,126.0,26.27,66.07,0,77.56,292.74,89.56,0
Occupant Safety,OS-116,41.09,3.49,100.01,24.6,113.07,3,57.48,240.33,85.69,1
Occupant Safety,OS-102,60.94,1.22,145.42,25.27,67.1,3,59.9,168.36,97.29,0
Occupant Safety,OS-101,44.53,3.49,143.37,23.62,122.51,5,39.0,145.82,89.7,1
Seat Belt,SB-114,44.81,1.72,116.59,12.79,159.42,0,54.82,127.43,96.0,0
Steering,ST-108,49.28,1.06,146.37,23.21,83.79,0,52.42,277.09,98.4,0
Airbag,AB-111,47.75,2.05,246.63,26.13,98.0,0,57.99,214.61,97.81,0
Seat Belt,SB-103,38.49,1.81,93.43,23.95,165.87,0,50.05,114.98,98.53,0
Steering,ST-119,78.61,2.36,174.81,32.25,63.3,1,68.55,328.27,91.9,0
Occupant Safety,OS-106,68.58,2.29,132.09,18.38,139.99,2,71.91,244.32,86.79,1
Airbag,AB-102,61.47,1.65,243.25,17.71,74.19,0,66.52,159.02,98.88,0
Steering,ST-120,73.26,1.48,120.99,34.6,59.63,0,64.05,278.4,91.85,0
Steering,ST-111,64.86,3.74,167.29,36.34,54.82,2,40.99,273.23,88.69,0
Steering,ST-103,47.75,3.82,106.95,44.81,103.57,4,68.05,276.66,88.18,1
Seat Belt,SB-123,32.63,0.73,86.22,10.81,92.16,0,51.59,148.46,97.81,0
Airbag,AB-122,56.35,2.92,242.89,27.79,118.04,0,66.78,218.76,96.84,0
